from_file,,Year,Reporter,Reporter_ISO,Partner,Partner_ISO,Commodity_Code,Trade_Value_USD
1,57883,2017,Israel,ISR,South Africa,ZAF,3923,141000
1,57884,2017,Israel,ISR,South Africa,ZAF,6912,5000
1,57885,2017,Israel,ISR,Panama,PAN,2523,234000
1,57886,2017,Israel,ISR,Nigeria,NGA,9999,26000
1,57887,2017,Israel,ISR,North Macedonia,MKD,8479,31000
1,57888,2017,Israel,ISR,Iceland,ISL,1512,52000
1,57889,2017,Israel,ISR,Iceland,ISL,3804,233000
1,57890,2017,Israel,ISR,Cambodia,KHM,6109,175000
1,57891,2017,Israel,ISR,Uruguay,URY,8528,7000
1,57892,2017,Israel,ISR,Uzbekistan,UZB,6304,2000
1,57893,2017,Israel,ISR,Malta,MLT,8482,5000
1,57894,2017,Israel,ISR,Djibouti,DJI,1210,2000
1,57895,2017,Israel,ISR,Luxembourg,LUX,7019,193000
1,57896,2017,Israel,ISR,Costa Rica,CRI,9030,17000
1,57897,2017,Israel,ISR,Mauritius,MUS,6109,21000
1,57898,2017,Israel,ISR,Malta,MLT,9032,9000
1,57899,2017,Israel,ISR,Jordan,JOR,2505,53000
1,57900,2017,Israel,ISR,Georgia,GEO,4811,27000
1,57901,2017,Israel,ISR,Malawi,MWI,2401,104000
1,57902,2017,Israel,ISR,Georgia,GEO,2508,4000
1,57903,2017,Israel,ISR,Sri Lanka,LKA,6112,75000
1,57904,2017,Israel,ISR,Jordan,JOR,2402,24000
1,57905,2017,Israel,ISR,Malta,MLT,2523,5922000
1,57906,2017,Israel,ISR,Namibia,NAM,8306,82000
1,57907,2017,Israel,ISR,Cyprus,CYP,9031,102000
1,57908,2017,Israel,ISR,Bangladesh,BGD,6306,38000
1,57909,2017,Israel,ISR,Kenya,KEN,6302,1000
1,57910,2017,Israel,ISR,Cyprus,CYP,3605,63000
1,57911,2017,Israel,ISR,Rwanda,RWA,9999,1000
1,57912,2017,Israel,ISR,Cyprus,CYP,4009,34000
1,57913,2017,Israel,ISR,Cyprus,CYP,4802,26000
1,57914,2017,Israel,ISR,Ethiopia,ETH,307,8000
1,57915,2017,Israel,ISR,Belarus,BLR,6115,107000
1,57916,2017,Israel,ISR,Jordan,JOR,7113,6000
1,57917,2017,Israel,ISR,Jordan,JOR,9202,1000
1,57918,2017,Israel,ISR,Namibia,NAM,6309,1000
1,57919,2017,Israel,ISR,Marshall Isds,MHL,7326,1000
1,57920,2017,Israel,ISR,Cambodia,KHM,6403,231000
1,57921,2017,Israel,ISR,Rep. of Moldova,MDA,3814,7000
1,57922,2017,Israel,ISR,Cambodia,KHM,4015,2000
1,57923,2017,Israel,ISR,Panama,PAN,9102,106000
1,57924,2017,Israel,ISR,Luxembourg,LUX,1704,4113000
1,57925,2017,Israel,ISR,Malta,MLT,8443,1000
1,57926,2017,Israel,ISR,Georgia,GEO,9002,731000
1,57927,2017,Israel,ISR,Luxembourg,LUX,8504,28000
1,57928,2017,Israel,ISR,Gabon,GAB,3105,1000
1,57929,2017,Israel,ISR,Sri Lanka,LKA,7104,1000
1,57930,2017,Israel,ISR,Jordan,JOR,3824,159000
1,57931,2017,Israel,ISR,Ethiopia,ETH,8803,8000
1,57932,2017,Israel,ISR,Cyprus,CYP,406,68000
1,57933,2017,Israel,ISR,Cyprus,CYP,6403,19000
1,57934,2017,Israel,ISR,Cyprus,CYP,4821,8000
1,57935,2017,Israel,ISR,Belize,BLZ,7210,333000
1,57936,2017,Israel,ISR,Uzbekistan,UZB,6309,1000
1,57937,2017,Israel,ISR,North Macedonia,MKD,8536,6000
1,57938,2017,Israel,ISR,Cyprus,CYP,6504,2000
1,57939,2017,Israel,ISR,Rep. of Moldova,MDA,1703,21000
1,57940,2017,Israel,ISR,Uzbekistan,UZB,6307,4000
1,57941,2017,Israel,ISR,Azerbaijan,AZE,7326,445000
1,57942,2017,Israel,ISR,Ethiopia,ETH,7117,1000
1,57943,2017,Israel,ISR,Cyprus,CYP,8409,28000
1,57944,2017,Israel,ISR,Azerbaijan,AZE,8450,1000
1,57945,2017,Israel,ISR,Peru,PER,7326,13000
1,57946,2017,Israel,ISR,Uruguay,URY,6202,1000
1,57947,2017,Israel,ISR,Bangladesh,BGD,6113,12000
1,57948,2017,Israel,ISR,Myanmar,MMR,4016,1000
1,57949,2017,Israel,ISR,Anguilla,AIA,4016,1000
1,57950,2017,Israel,ISR,Mauritania,MRT,307,106000
1,57951,2017,Israel,ISR,Kenya,KEN,4821,1000
1,57952,2017,Israel,ISR,Guatemala,GTM,7117,2000
1,57953,2017,Israel,ISR,Cambodia,KHM,9207,1000
1,57954,2017,Israel,ISR,Bolivia (Plurinational State of),BOL,7604,172000
1,57955,2017,Israel,ISR,Cyprus,CYP,8414,57000
1,57956,2017,Israel,ISR,Belarus,BLR,9013,45000
1,57957,2017,Israel,ISR,Ghana,GHA,8536,1000
1,57958,2017,Israel,ISR,Belarus,BLR,6804,1000
1,57959,2017,Israel,ISR,Br. Virgin Isds,VGB,2008,130000
1,57960,2017,Israel,ISR,Uzbekistan,UZB,6704,10000
1,57961,2017,Israel,ISR,Nigeria,NGA,8504,10000
1,57962,2017,Israel,ISR,Jordan,JOR,3917,1000
1,57963,2017,Israel,ISR,Peru,PER,2817,365000
1,57964,2017,Israel,ISR,Jordan,JOR,6204,1317000
1,57965,2017,Israel,ISR,Bolivia (Plurinational State of),BOL,4202,2000
1,57966,2017,Israel,ISR,Luxembourg,LUX,8506,2000
1,57967,2017,Israel,ISR,Dominican Rep.,DOM,4911,1000
1,57968,2017,Israel,ISR,Cyprus,CYP,3213,80000
1,57969,2017,Israel,ISR,Gabon,GAB,8462,2000
1,57970,2017,Israel,ISR,Jordan,JOR,9401,152000
1,57971,2017,Israel,ISR,Uzbekistan,UZB,9014,1596000
1,57972,2017,Israel,ISR,Cambodia,KHM,4202,2000
1,57973,2017,Israel,ISR,Br. Virgin Isds,VGB,2005,28000
1,57974,2017,Israel,ISR,Luxembourg,LUX,4202,17000
1,57975,2017,Israel,ISR,Jordan,JOR,802,313000
1,57976,2017,Israel,ISR,Luxembourg,LUX,9401,67000
1,57977,2017,Israel,ISR,Luxembourg,LUX,7606,144000
1,57978,2017,Israel,ISR,Ghana,GHA,2008,86000
1,57979,2017,Israel,ISR,Guatemala,GTM,4202,2000
1,57980,2017,Israel,ISR,Bangladesh,BGD,6205,1164000
1,57981,2017,Israel,ISR,Jordan,JOR,8536,4000
1,57982,2017,Israel,ISR,Cyprus,CYP,6601,287000
1,57983,2017,Israel,ISR,Jordan,JOR,7610,22000
1,57984,2017,Israel,ISR,Cyprus,CYP,1905,29000
1,57985,2017,Israel,ISR,North Macedonia,MKD,2001,1000
1,57986,2017,Israel,ISR,Azerbaijan,AZE,8418,1000
1,57987,2017,Israel,ISR,Honduras,HND,601,11000
1,57988,2017,Israel,ISR,Kenya,KEN,6704,145000
1,57989,2017,Israel,ISR,Cyprus,CYP,3307,22000
1,57990,2017,Israel,ISR,Belize,BLZ,7216,81000
1,57991,2017,Israel,ISR,Jordan,JOR,8414,86000
1,57992,2017,Israel,ISR,Cyprus,CYP,3214,10000
1,57993,2017,Israel,ISR,Uganda,UGA,901,244000
1,57994,2017,Israel,ISR,Fiji,FJI,4409,30000
1,57995,2017,Israel,ISR,Marshall Isds,MHL,4407,21000
1,57996,2017,Israel,ISR,Cuba,CUB,2008,1000
1,57997,2017,Israel,ISR,Malta,MLT,6004,2000
1,57998,2017,Israel,ISR,Ghana,GHA,4402,22000
1,57999,2017,Israel,ISR,Honduras,HND,8421,1000
1,58000,2017,Israel,ISR,Rep. of Moldova,MDA,2009,179000
1,58001,2017,Israel,ISR,Cyprus,CYP,8423,8000
1,58002,2017,Israel,ISR,Luxembourg,LUX,8001,506000
1,58003,2017,Israel,ISR,Luxembourg,LUX,2849,82000
1,58004,2017,Israel,ISR,Cyprus,CYP,7304,1594000
1,58005,2017,Israel,ISR,Mongolia,MNG,6211,1000
1,58006,2017,Israel,ISR,Tunisia,TUN,9506,19000
1,58007,2017,Israel,ISR,Cyprus,CYP,9018,263000
1,58008,2017,Israel,ISR,Jordan,JOR,8422,7000
1,58009,2017,Israel,ISR,Marshall Isds,MHL,8204,34000
1,58010,2017,Israel,ISR,Cyprus,CYP,9025,26000
1,58011,2017,Israel,ISR,Suriname,SUR,4407,119000
1,58012,2017,Israel,ISR,Malta,MLT,9023,1000
1,58013,2017,Israel,ISR,Panama,PAN,8510,1000
1,58014,2017,Israel,ISR,Cyprus,CYP,6912,1106000
1,58015,2017,Israel,ISR,Cyprus,CYP,9019,7000
1,58016,2017,Israel,ISR,Ecuador,ECU,8419,43000
1,58017,2017,Israel,ISR,Peru,PER,9019,2000
1,58018,2017,Israel,ISR,Cyprus,CYP,8544,285000
1,58019,2017,Israel,ISR,Luxembourg,LUX,3401,19000
1,58020,2017,Israel,ISR,Sri Lanka,LKA,910,13000
1,58021,2017,Israel,ISR,"China, Macao SAR",MAC,8205,25000
1,58022,2017,Israel,ISR,Nigeria,NGA,8471,12000
1,58023,2017,Israel,ISR,Luxembourg,LUX,7315,2000
1,58024,2017,Israel,ISR,Luxembourg,LUX,7307,3000
1,58025,2017,Israel,ISR,Cambodia,KHM,6212,1000
1,58026,2017,Israel,ISR,Luxembourg,LUX,6911,580000
1,58027,2017,Israel,ISR,Marshall Isds,MHL,8206,3000
1,58028,2017,Israel,ISR,Malta,MLT,8517,71000
1,58029,2017,Israel,ISR,Cyprus,CYP,8206,118000
1,58030,2017,Israel,ISR,Malta,MLT,9603,72000
1,58031,2017,Israel,ISR,Venezuela,VEN,4410,922000
1,58032,2017,Israel,ISR,Luxembourg,LUX,7005,1197000
1,58033,2017,Israel,ISR,Bolivia (Plurinational State of),BOL,8517,46000
1,58034,2017,Israel,ISR,Ethiopia,ETH,1004,51000
1,58035,2017,Israel,ISR,Cyprus,CYP,3926,2925000
1,58036,2017,Israel,ISR,Jordan,JOR,8473,16000
1,58037,2017,Israel,ISR,Panama,PAN,8518,7000
1,58038,2017,Israel,ISR,Panama,PAN,2208,2036000
1,58039,2017,Israel,ISR,Malta,MLT,2931,20000
1,58040,2017,Israel,ISR,"China, Macao SAR",MAC,6104,1495000
1,58041,2017,Israel,ISR,Luxembourg,LUX,8425,14000
1,58042,2017,Israel,ISR,Luxembourg,LUX,8471,52000
1,58043,2017,Israel,ISR,Cyprus,CYP,8473,123000
1,58044,2017,Israel,ISR,Iceland,ISL,8207,5000
1,58045,2017,Israel,ISR,Luxembourg,LUX,8423,3000
