,Year,Reporter,Reporter_ISO,Partner,Partner_ISO,Commodity_Code,Trade_Value_USD
25811,2018,Israel,ISR,Mexico,MEX,8305,2000
25812,2018,Israel,ISR,Malaysia,MYS,9507,25000
25813,2018,Israel,ISR,Malaysia,MYS,2931,111000
25814,2018,Israel,ISR,Malaysia,MYS,7219,23000
25815,2018,Israel,ISR,Malaysia,MYS,6203,72000
25816,2018,Israel,ISR,Malaysia,MYS,3707,79000
25817,2018,Israel,ISR,Malaysia,MYS,2513,35000
25818,2018,Israel,ISR,Malaysia,MYS,9999,44000
25819,2018,Israel,ISR,Malaysia,MYS,7616,35000
25820,2018,Israel,ISR,Malaysia,MYS,6101,155000
25821,2018,Israel,ISR,Malaysia,MYS,8714,292000
25822,2018,Israel,ISR,Malaysia,MYS,6909,33000
25823,2018,Israel,ISR,Malaysia,MYS,8484,10000
25824,2018,Israel,ISR,Malaysia,MYS,3910,43000
25825,2018,Israel,ISR,Malaysia,MYS,9014,56000
25826,2018,Israel,ISR,Malaysia,MYS,710,230000
25827,2018,Israel,ISR,Malaysia,MYS,1905,15000
25828,2018,Israel,ISR,Malaysia,MYS,9206,33000
25829,2018,Israel,ISR,Malaysia,MYS,8516,5068000
25830,2018,Israel,ISR,Netherlands,NLD,2920,536000
25831,2018,Israel,ISR,Netherlands,NLD,8522,11000
25832,2018,Israel,ISR,Netherlands,NLD,7507,22000
25833,2018,Israel,ISR,Netherlands,NLD,5806,9000
25834,2018,Israel,ISR,Netherlands,NLD,8440,68000
25835,2018,Israel,ISR,Netherlands,NLD,3921,1891000
25836,2018,Israel,ISR,Netherlands,NLD,1301,7000
25837,2018,Israel,ISR,Netherlands,NLD,1511,34000
25838,2018,Israel,ISR,Netherlands,NLD,8408,916000
25839,2018,Israel,ISR,Netherlands,NLD,3503,8000
25840,2018,Israel,ISR,Netherlands,NLD,8311,225000
25841,2018,Israel,ISR,Netherlands,NLD,101,624000
25842,2018,Israel,ISR,Netherlands,NLD,1209,4904000
25843,2018,Israel,ISR,Netherlands,NLD,2302,4000
25844,2018,Israel,ISR,Netherlands,NLD,5901,65000
25845,2018,Israel,ISR,Netherlands,NLD,6806,666000
25846,2018,Israel,ISR,Netherlands,NLD,8487,93000
25847,2018,Israel,ISR,Netherlands,NLD,5207,6000
25848,2018,Israel,ISR,Netherlands,NLD,9617,1000
25849,2018,Israel,ISR,Netherlands,NLD,7305,90000
25850,2018,Israel,ISR,Netherlands,NLD,6909,189000
25851,2018,Israel,ISR,Netherlands,NLD,3006,1874000
25852,2018,Israel,ISR,Netherlands,NLD,3208,3860000
25853,2018,Israel,ISR,Netherlands,NLD,9106,18000
25854,2018,Israel,ISR,Netherlands,NLD,3005,74000
25855,2018,Israel,ISR,Netherlands,NLD,7616,686000
25856,2018,Israel,ISR,Netherlands,NLD,8526,296000
25857,2018,Israel,ISR,Netherlands,NLD,1605,50000
25858,2018,Israel,ISR,Netherlands,NLD,3606,178000
25859,2018,Israel,ISR,Netherlands,NLD,3808,1434000
25860,2018,Israel,ISR,Netherlands,NLD,3003,63000
25861,2018,Israel,ISR,Netherlands,NLD,3702,10000
25862,2018,Israel,ISR,Netherlands,NLD,2518,6000
25863,2018,Israel,ISR,Netherlands,NLD,8475,23000
25864,2018,Israel,ISR,Netherlands,NLD,2008,3937000
25865,2018,Israel,ISR,Netherlands,NLD,6903,2000
25866,2018,Israel,ISR,Netherlands,NLD,6111,25000
25867,2018,Israel,ISR,Netherlands,NLD,8426,377000
25868,2018,Israel,ISR,Netherlands,NLD,5512,16000
25869,2018,Israel,ISR,Netherlands,NLD,7020,79000
25870,2018,Israel,ISR,Netherlands,NLD,6307,678000
25871,2018,Israel,ISR,Netherlands,NLD,2836,39000
25872,2018,Israel,ISR,Netherlands,NLD,7407,910000
25873,2018,Israel,ISR,Netherlands,NLD,3824,3646000
25874,2018,Israel,ISR,Netherlands,NLD,6116,4000
25875,2018,Israel,ISR,Netherlands,NLD,3304,454000
25876,2018,Israel,ISR,Netherlands,NLD,3306,118000
25877,2018,Israel,ISR,Netherlands,NLD,8477,1538000
25878,2018,Israel,ISR,Netherlands,NLD,1104,14000
25879,2018,Israel,ISR,Norway,NOR,1504,687000
25880,2018,Israel,ISR,Norway,NOR,9603,11000
25881,2018,Israel,ISR,Norway,NOR,7304,1000
25882,2018,Israel,ISR,Norway,NOR,3105,6000
25883,2018,Israel,ISR,Norway,NOR,4009,75000
25884,2018,Israel,ISR,Norway,NOR,3813,1000
25885,2018,Israel,ISR,Norway,NOR,8714,1000
25886,2018,Israel,ISR,Norway,NOR,6307,13000
25887,2018,Israel,ISR,Norway,NOR,8421,25000
25888,2018,Israel,ISR,Norway,NOR,3209,4000
25889,2018,Israel,ISR,Norway,NOR,8302,9000
25890,2018,Israel,ISR,Norway,NOR,9018,460000
25891,2018,Israel,ISR,New Zealand,NZL,3502,19000
25892,2018,Israel,ISR,New Zealand,NZL,3920,5000
25893,2018,Israel,ISR,New Zealand,NZL,8507,8000
25894,2018,Israel,ISR,New Zealand,NZL,3924,465000
25895,2018,Israel,ISR,New Zealand,NZL,8517,96000
25896,2018,Israel,ISR,New Zealand,NZL,811,1000
25897,2018,Israel,ISR,New Zealand,NZL,8513,1000
25898,2018,Israel,ISR,New Zealand,NZL,8425,21000
25899,2018,Israel,ISR,New Zealand,NZL,6114,5000
25900,2018,Israel,ISR,New Zealand,NZL,8477,132000
25901,2018,Israel,ISR,Pakistan,PAK,6505,2000
25902,2018,Israel,ISR,Pakistan,PAK,5810,1000
25903,2018,Israel,ISR,Pakistan,PAK,6110,2550000
25904,2018,Israel,ISR,Pakistan,PAK,6109,1264000
25905,2018,Israel,ISR,Pakistan,PAK,6107,147000
25906,2018,Israel,ISR,Pakistan,PAK,6113,4000
25907,2018,Israel,ISR,Philippines,PHL,8308,3000
25908,2018,Israel,ISR,Philippines,PHL,3402,16000
25909,2018,Israel,ISR,Philippines,PHL,9601,12000
25910,2018,Israel,ISR,Philippines,PHL,6203,207000
25911,2018,Israel,ISR,Philippines,PHL,8523,326000
25912,2018,Israel,ISR,Philippines,PHL,6202,1000
25913,2018,Israel,ISR,Philippines,PHL,2202,139000
25914,2018,Israel,ISR,Philippines,PHL,4911,6000
25915,2018,Israel,ISR,Philippines,PHL,8483,10000
25916,2018,Israel,ISR,Philippines,PHL,9999,384000
25917,2018,Israel,ISR,Philippines,PHL,1513,546000
25918,2018,Israel,ISR,Philippines,PHL,3802,338000
25919,2018,Israel,ISR,Philippines,PHL,6306,4000
25920,2018,Israel,ISR,Philippines,PHL,8502,3000
25921,2018,Israel,ISR,Philippines,PHL,8531,476000
25922,2018,Israel,ISR,Philippines,PHL,3906,283000
25923,2018,Israel,ISR,Philippines,PHL,8203,4000
25924,2018,Israel,ISR,Philippines,PHL,2916,1000
25925,2018,Israel,ISR,Philippines,PHL,8470,23000
25926,2018,Israel,ISR,Philippines,PHL,9011,15000
25927,2018,Israel,ISR,Philippines,PHL,3207,6000
25928,2018,Israel,ISR,Philippines,PHL,5601,33000
25929,2018,Israel,ISR,Philippines,PHL,9006,72000
25930,2018,Israel,ISR,Philippines,PHL,804,2000
25931,2018,Israel,ISR,Philippines,PHL,8514,1000
25932,2018,Israel,ISR,Philippines,PHL,8209,1000
25933,2018,Israel,ISR,Philippines,PHL,4823,17000
25934,2018,Israel,ISR,Philippines,PHL,4813,24000
25935,2018,Israel,ISR,Philippines,PHL,8543,91000
25936,2018,Israel,ISR,Philippines,PHL,8302,31000
25937,2018,Israel,ISR,Poland,POL,6802,28000
25938,2018,Israel,ISR,Poland,POL,5806,10000
25939,2018,Israel,ISR,Poland,POL,9603,521000
25940,2018,Israel,ISR,Poland,POL,8702,7078000
25941,2018,Israel,ISR,Poland,POL,4302,1000
25942,2018,Israel,ISR,Poland,POL,4908,2000
25943,2018,Israel,ISR,Poland,POL,3918,340000
25944,2018,Israel,ISR,Poland,POL,8487,38000
25945,2018,Israel,ISR,Poland,POL,2309,700000
25946,2018,Israel,ISR,Poland,POL,8456,75000
25947,2018,Israel,ISR,Poland,POL,7304,8000
25948,2018,Israel,ISR,Poland,POL,3004,4259000
25949,2018,Israel,ISR,Poland,POL,6205,23000
25950,2018,Israel,ISR,Poland,POL,402,796000
25951,2018,Israel,ISR,Poland,POL,4418,2278000
25952,2018,Israel,ISR,Poland,POL,2703,128000
25953,2018,Israel,ISR,Poland,POL,9003,44000
25954,2018,Israel,ISR,Poland,POL,2711,99000
25955,2018,Israel,ISR,Poland,POL,511,54000
25956,2018,Israel,ISR,Poland,POL,8450,20087000
25957,2018,Israel,ISR,Poland,POL,3822,674000
25958,2018,Israel,ISR,Poland,POL,2501,23000
25959,2018,Israel,ISR,Poland,POL,6111,3000
25960,2018,Israel,ISR,Poland,POL,8528,366000
25961,2018,Israel,ISR,Poland,POL,9031,408000
25962,2018,Israel,ISR,Poland,POL,8713,273000
25963,2018,Israel,ISR,Poland,POL,4601,5000
25964,2018,Israel,ISR,Poland,POL,7315,37000
25965,2018,Israel,ISR,Poland,POL,2403,22644000
25966,2018,Israel,ISR,Poland,POL,8422,6303000
25967,2018,Israel,ISR,Poland,POL,2836,2000
25968,2018,Israel,ISR,Poland,POL,3214,175000
25969,2018,Israel,ISR,Poland,POL,3907,4000
25970,2018,Israel,ISR,Poland,POL,6404,15000
25971,2018,Israel,ISR,Poland,POL,8543,337000
25972,2018,Israel,ISR,Poland,POL,4820,15000
25973,2018,Israel,ISR,Poland,POL,3917,515000
25974,2018,Israel,ISR,Poland,POL,3306,24612000
25975,2018,Israel,ISR,Poland,POL,8547,92000
25976,2018,Israel,ISR,Portugal,PRT,3402,73000
25977,2018,Israel,ISR,Portugal,PRT,4411,6184000
25978,2018,Israel,ISR,Portugal,PRT,6815,22000
25979,2018,Israel,ISR,Portugal,PRT,6207,44000
25980,2018,Israel,ISR,Portugal,PRT,4409,12000
25981,2018,Israel,ISR,Portugal,PRT,9002,2000
25982,2018,Israel,ISR,Portugal,PRT,6902,1000
25983,2018,Israel,ISR,Portugal,PRT,2711,250000
25984,2018,Israel,ISR,Portugal,PRT,9607,90000
25985,2018,Israel,ISR,Portugal,PRT,6106,247000
25986,2018,Israel,ISR,Portugal,PRT,8487,2000
25987,2018,Israel,ISR,Portugal,PRT,8504,517000
25988,2018,Israel,ISR,Portugal,PRT,8715,83000
25989,2018,Israel,ISR,Portugal,PRT,5402,79000
25990,2018,Israel,ISR,Portugal,PRT,6006,11000
25991,2018,Israel,ISR,Portugal,PRT,709,306000
25992,2018,Israel,ISR,Portugal,PRT,8466,134000
25993,2018,Israel,ISR,Portugal,PRT,7615,58000
25994,2018,Israel,ISR,Portugal,PRT,8471,45000
25995,2018,Israel,ISR,Portugal,PRT,4808,2000
25996,2018,Israel,ISR,Portugal,PRT,6406,1379000
25997,2018,Israel,ISR,Portugal,PRT,8211,490000
25998,2018,Israel,ISR,Portugal,PRT,5702,573000
25999,2018,Israel,ISR,Portugal,PRT,9018,939000
26000,2018,Israel,ISR,Portugal,PRT,8515,14000
26001,2018,Israel,ISR,Romania,ROU,8433,5000
26002,2018,Israel,ISR,Romania,ROU,9026,86000
26003,2018,Israel,ISR,Romania,ROU,9602,8000
26004,2018,Israel,ISR,Romania,ROU,8409,50000
26005,2018,Israel,ISR,Romania,ROU,1517,38000
26006,2018,Israel,ISR,Romania,ROU,8532,9000
26007,2018,Israel,ISR,Romania,ROU,4010,200000
26008,2018,Israel,ISR,Romania,ROU,6210,2000
26009,2018,Israel,ISR,Romania,ROU,7306,372000
26010,2018,Israel,ISR,Romania,ROU,7225,15000
26011,2018,Israel,ISR,Romania,ROU,4420,8000
26012,2018,Israel,ISR,Romania,ROU,7616,130000
26013,2018,Israel,ISR,Romania,ROU,1514,1213000
26014,2018,Israel,ISR,Romania,ROU,3707,19000
26015,2018,Israel,ISR,Romania,ROU,5206,29000
26016,2018,Israel,ISR,Romania,ROU,8422,1959000
26017,2018,Israel,ISR,Romania,ROU,6112,1000
26018,2018,Israel,ISR,Romania,ROU,6103,17000
26019,2018,Israel,ISR,Romania,ROU,4015,1000
26020,2018,Israel,ISR,Romania,ROU,8501,1652000
26021,2018,Israel,ISR,Romania,ROU,6114,245000
26022,2018,Israel,ISR,Romania,ROU,7310,30000
26023,2018,Israel,ISR,Romania,ROU,7017,1000
26024,2018,Israel,ISR,Romania,ROU,1005,2267000
26025,2018,Israel,ISR,Romania,ROU,7326,468000
26026,2018,Israel,ISR,Romania,ROU,8428,1303000
26027,2018,Israel,ISR,Romania,ROU,5509,137000
26028,2018,Israel,ISR,Romania,ROU,7322,1000
26029,2018,Israel,ISR,Romania,ROU,3304,26000
26030,2018,Israel,ISR,Romania,ROU,7320,17000
26031,2018,Israel,ISR,Romania,ROU,8516,3630000
26032,2018,Israel,ISR,Romania,ROU,7407,171000
26033,2018,Israel,ISR,Romania,ROU,8427,1265000
26034,2018,Israel,ISR,Russian Federation,RUS,3921,28000
26035,2018,Israel,ISR,Russian Federation,RUS,7217,86000
26036,2018,Israel,ISR,Russian Federation,RUS,1512,5985000
26037,2018,Israel,ISR,Russian Federation,RUS,9601,4000
26038,2018,Israel,ISR,Russian Federation,RUS,4404,8000
26039,2018,Israel,ISR,Russian Federation,RUS,8480,58000
26040,2018,Israel,ISR,Russian Federation,RUS,8703,2000
26041,2018,Israel,ISR,Russian Federation,RUS,9507,1000
26042,2018,Israel,ISR,Russian Federation,RUS,4804,6410000
26043,2018,Israel,ISR,Russian Federation,RUS,9102,2000
26044,2018,Israel,ISR,Russian Federation,RUS,2501,19000
26045,2018,Israel,ISR,Russian Federation,RUS,8535,392000
26046,2018,Israel,ISR,Russian Federation,RUS,8202,2000
26047,2018,Israel,ISR,Russian Federation,RUS,3819,86000
26048,2018,Israel,ISR,Russian Federation,RUS,3820,94000
26049,2018,Israel,ISR,Russian Federation,RUS,3823,17325000
26050,2018,Israel,ISR,Russian Federation,RUS,3824,8117000
26051,2018,Israel,ISR,Russian Federation,RUS,3302,27000
26052,2018,Israel,ISR,Russian Federation,RUS,6211,14000
26053,2018,Israel,ISR,Russian Federation,RUS,8474,2000
26054,2018,Israel,ISR,Russian Federation,RUS,8419,796000
26055,2018,Israel,ISR,Russian Federation,RUS,1007,673000
26056,2018,Israel,ISR,Russian Federation,RUS,9207,4000
26057,2018,Israel,ISR,Russian Federation,RUS,2101,10671000
26058,2018,Israel,ISR,Russian Federation,RUS,8537,3000
26059,2018,Israel,ISR,Russian Federation,RUS,7008,2000
26060,2018,Israel,ISR,Russian Federation,RUS,4814,1000
26061,2018,Israel,ISR,Russian Federation,RUS,3916,13000
26062,2018,Israel,ISR,Russian Federation,RUS,901,503000
26063,2018,Israel,ISR,Singapore,SGP,9506,21000
26064,2018,Israel,ISR,Singapore,SGP,8409,3000
26065,2018,Israel,ISR,Singapore,SGP,2933,72000
26066,2018,Israel,ISR,Singapore,SGP,9025,93000
26067,2018,Israel,ISR,Singapore,SGP,8433,5000
26068,2018,Israel,ISR,Singapore,SGP,3922,1000
26069,2018,Israel,ISR,Singapore,SGP,5407,28000
26070,2018,Israel,ISR,Singapore,SGP,8505,11000
26071,2018,Israel,ISR,Singapore,SGP,3810,2000
26072,2018,Israel,ISR,Singapore,SGP,7303,1000
26073,2018,Israel,ISR,Singapore,SGP,4009,301000
26074,2018,Israel,ISR,Singapore,SGP,9033,24000
26075,2018,Israel,ISR,Singapore,SGP,7616,361000
26076,2018,Israel,ISR,Singapore,SGP,9202,5000
26077,2018,Israel,ISR,Singapore,SGP,8530,3000
26078,2018,Israel,ISR,Singapore,SGP,3822,524000
26079,2018,Israel,ISR,Singapore,SGP,9201,21000
26080,2018,Israel,ISR,Singapore,SGP,3824,420000
26081,2018,Israel,ISR,Singapore,SGP,8422,100000
26082,2018,Israel,ISR,Singapore,SGP,6208,30000
26083,2018,Israel,ISR,Singapore,SGP,8508,63000
26084,2018,Israel,ISR,Singapore,SGP,8205,52000
26085,2018,Israel,ISR,Singapore,SGP,8513,22000
26086,2018,Israel,ISR,Singapore,SGP,8512,1311000
26087,2018,Israel,ISR,Singapore,SGP,9018,4676000
26088,2018,Israel,ISR,Singapore,SGP,3214,155000
26089,2018,Israel,ISR,Singapore,SGP,2009,42000
26090,2018,Israel,ISR,Singapore,SGP,7318,353000
26091,2018,Israel,ISR,Singapore,SGP,2101,52000
26092,2018,Israel,ISR,Singapore,SGP,2844,22000
26093,2018,Israel,ISR,Singapore,SGP,8543,2113000
26094,2018,Israel,ISR,Singapore,SGP,9503,5000
26095,2018,Israel,ISR,Singapore,SGP,4901,23000
26096,2018,Israel,ISR,Singapore,SGP,8431,31000
26097,2018,Israel,ISR,Serbia,SRB,3923,15000
26098,2018,Israel,ISR,Serbia,SRB,6209,1000
26099,2018,Israel,ISR,Serbia,SRB,6910,5000
26100,2018,Israel,ISR,Serbia,SRB,9999,1930000
26101,2018,Israel,ISR,Serbia,SRB,9611,1000
26102,2018,Israel,ISR,Serbia,SRB,3824,22000
26103,2018,Israel,ISR,Serbia,SRB,6115,76000
26104,2018,Israel,ISR,Slovakia,SVK,8307,2000
26105,2018,Israel,ISR,Slovakia,SVK,2933,25000
26106,2018,Israel,ISR,Slovakia,SVK,8407,11000
26107,2018,Israel,ISR,Slovakia,SVK,8411,13000
26108,2018,Israel,ISR,Slovakia,SVK,9102,155000
26109,2018,Israel,ISR,Slovakia,SVK,8511,3000
26110,2018,Israel,ISR,Slovakia,SVK,9205,13000
26111,2018,Israel,ISR,Slovakia,SVK,5607,6000
26112,2018,Israel,ISR,Slovakia,SVK,9022,18000
26113,2018,Israel,ISR,Slovakia,SVK,8516,95000
26114,2018,Israel,ISR,Slovakia,SVK,9403,3159000
26115,2018,Israel,ISR,Slovakia,SVK,8541,19000
26116,2018,Israel,ISR,Slovakia,SVK,2853,2000
26117,2018,Israel,ISR,Slovakia,SVK,6402,11000
26118,2018,Israel,ISR,Slovakia,SVK,6117,2000
26119,2018,Israel,ISR,Slovenia,SVN,9025,1000
26120,2018,Israel,ISR,Slovenia,SVN,6704,12000
26121,2018,Israel,ISR,Slovenia,SVN,8528,53000
26122,2018,Israel,ISR,Slovenia,SVN,8708,93000
26123,2018,Israel,ISR,Slovenia,SVN,8531,37000
26124,2018,Israel,ISR,Slovenia,SVN,2523,36000
26125,2018,Israel,ISR,Slovenia,SVN,4802,7000000
26126,2018,Israel,ISR,Slovenia,SVN,5407,15000
26127,2018,Israel,ISR,Slovenia,SVN,8501,115000
26128,2018,Israel,ISR,Slovenia,SVN,8512,130000
26129,2018,Israel,ISR,Slovenia,SVN,8534,445000
26130,2018,Israel,ISR,Slovenia,SVN,6211,6000
26131,2018,Israel,ISR,Slovenia,SVN,6212,513000
26132,2018,Israel,ISR,Slovenia,SVN,7321,20000
26133,2018,Israel,ISR,Slovenia,SVN,9006,4000
26134,2018,Israel,ISR,Slovenia,SVN,8411,40000
26135,2018,Israel,ISR,Slovenia,SVN,7318,76000
26136,2018,Israel,ISR,Slovenia,SVN,4013,1000
26137,2018,Israel,ISR,Slovenia,SVN,9205,1000
26138,2018,Israel,ISR,Slovenia,SVN,8511,38000
26139,2018,Israel,ISR,Slovenia,SVN,9013,67000
26140,2018,Israel,ISR,Slovenia,SVN,9017,16000
26141,2018,Israel,ISR,Slovenia,SVN,3304,72000
26142,2018,Israel,ISR,Sweden,SWE,6505,89000
26143,2018,Israel,ISR,Sweden,SWE,8482,947000
26144,2018,Israel,ISR,Sweden,SWE,2303,13000
26145,2018,Israel,ISR,Sweden,SWE,6202,5000
26146,2018,Israel,ISR,Sweden,SWE,8702,22650000
26147,2018,Israel,ISR,Sweden,SWE,3507,28000
26148,2018,Israel,ISR,Sweden,SWE,8527,20000
26149,2018,Israel,ISR,Sweden,SWE,2508,4000
26150,2018,Israel,ISR,Sweden,SWE,6912,1000
26151,2018,Israel,ISR,Sweden,SWE,3804,503000
26152,2018,Israel,ISR,Sweden,SWE,7228,608000
26153,2018,Israel,ISR,Sweden,SWE,6815,7000
26154,2018,Israel,ISR,Sweden,SWE,9028,2268000
26155,2018,Israel,ISR,Sweden,SWE,4008,310000
26156,2018,Israel,ISR,Sweden,SWE,3820,122000
26157,2018,Israel,ISR,Sweden,SWE,3924,67000
26158,2018,Israel,ISR,Sweden,SWE,9999,651000
26159,2018,Israel,ISR,Sweden,SWE,7603,521000
26160,2018,Israel,ISR,Sweden,SWE,9401,707000
26161,2018,Israel,ISR,Sweden,SWE,1515,26000
26162,2018,Israel,ISR,Sweden,SWE,9015,1722000
26163,2018,Israel,ISR,Sweden,SWE,7019,4695000
26164,2018,Israel,ISR,Sweden,SWE,9504,17000
26165,2018,Israel,ISR,Sweden,SWE,9209,1000
26166,2018,Israel,ISR,Sweden,SWE,7320,82000
26167,2018,Israel,ISR,Sweden,SWE,8516,99000
26168,2018,Israel,ISR,Sweden,SWE,4902,7000
26169,2018,Israel,ISR,Sweden,SWE,9406,22000
26170,2018,Israel,ISR,Thailand,THA,9027,24000
26171,2018,Israel,ISR,Thailand,THA,6506,216000
26172,2018,Israel,ISR,Thailand,THA,8523,463000
26173,2018,Israel,ISR,Thailand,THA,1507,69000
26174,2018,Israel,ISR,Thailand,THA,7419,1000
26175,2018,Israel,ISR,Thailand,THA,2918,6565000
26176,2018,Israel,ISR,Thailand,THA,1108,1408000
26177,2018,Israel,ISR,Thailand,THA,8459,137000
26178,2018,Israel,ISR,Thailand,THA,4410,3415000
26179,2018,Israel,ISR,Thailand,THA,3506,6000
26180,2018,Israel,ISR,Thailand,THA,6911,148000
26181,2018,Israel,ISR,Thailand,THA,9101,2000
26182,2018,Israel,ISR,Thailand,THA,3824,229000
26183,2018,Israel,ISR,Thailand,THA,4420,92000
26184,2018,Israel,ISR,Thailand,THA,1515,35000
26185,2018,Israel,ISR,Thailand,THA,8452,412000
26186,2018,Israel,ISR,Thailand,THA,8411,2000
26187,2018,Israel,ISR,Thailand,THA,3815,1000
26188,2018,Israel,ISR,Thailand,THA,2520,15000
26189,2018,Israel,ISR,Thailand,THA,8711,6136000
26190,2018,Israel,ISR,Thailand,THA,6212,868000
26191,2018,Israel,ISR,Thailand,THA,2004,2000
26192,2018,Israel,ISR,Thailand,THA,6114,471000
26193,2018,Israel,ISR,Thailand,THA,9032,93000
26194,2018,Israel,ISR,Thailand,THA,9620,16000
26195,2018,Israel,ISR,Thailand,THA,9102,136000
26196,2018,Israel,ISR,Thailand,THA,6810,28000
26197,2018,Israel,ISR,Thailand,THA,2005,3539000
26198,2018,Israel,ISR,Thailand,THA,8471,54037000
26199,2018,Israel,ISR,Thailand,THA,5515,5000
26200,2018,Israel,ISR,Thailand,THA,6307,66000
26201,2018,Israel,ISR,Thailand,THA,4016,956000
26202,2018,Israel,ISR,Thailand,THA,3307,142000
26203,2018,Israel,ISR,Thailand,THA,5603,4000
26204,2018,Israel,ISR,Thailand,THA,7108,28000
26205,2018,Israel,ISR,Thailand,THA,8517,41639000
26206,2018,Israel,ISR,Thailand,THA,7320,53000
26207,2018,Israel,ISR,Thailand,THA,3912,3000
26208,2018,Israel,ISR,Thailand,THA,7321,1000
26209,2018,Israel,ISR,Thailand,THA,2909,160000
26210,2018,Israel,ISR,Thailand,THA,2915,133000
26211,2018,Israel,ISR,Turkey,TUR,8480,2266000
26212,2018,Israel,ISR,Turkey,TUR,8702,18292000
26213,2018,Israel,ISR,Turkey,TUR,5109,17000
26214,2018,Israel,ISR,Turkey,TUR,7217,7521000
26215,2018,Israel,ISR,Turkey,TUR,3920,43727000
26216,2018,Israel,ISR,Turkey,TUR,2301,2009000
26217,2018,Israel,ISR,Turkey,TUR,3808,725000
26218,2018,Israel,ISR,Turkey,TUR,9609,5000
26219,2018,Israel,ISR,Turkey,TUR,9029,9000
26220,2018,Israel,ISR,Turkey,TUR,6208,2230000
26221,2018,Israel,ISR,Turkey,TUR,7601,578000
26222,2018,Israel,ISR,Turkey,TUR,8448,50000
26223,2018,Israel,ISR,Turkey,TUR,8704,21744000
26224,2018,Israel,ISR,Turkey,TUR,9620,7000
26225,2018,Israel,ISR,Turkey,TUR,7616,713000
26226,2018,Israel,ISR,Turkey,TUR,2606,1194000
26227,2018,Israel,ISR,Turkey,TUR,8418,65915000
26228,2018,Israel,ISR,Turkey,TUR,2803,463000
26229,2018,Israel,ISR,Turkey,TUR,5506,49000
26230,2018,Israel,ISR,Turkey,TUR,7806,224000
26231,2018,Israel,ISR,Turkey,TUR,7304,285000
26232,2018,Israel,ISR,Turkey,TUR,7307,941000
26233,2018,Israel,ISR,Turkey,TUR,6002,196000
26234,2018,Israel,ISR,Turkey,TUR,1803,864000
26235,2018,Israel,ISR,Turkey,TUR,2936,631000
26236,2018,Israel,ISR,Turkey,TUR,9104,13000
26237,2018,Israel,ISR,Turkey,TUR,6310,28000
26238,2018,Israel,ISR,Turkey,TUR,8462,3723000
26239,2018,Israel,ISR,Turkey,TUR,8450,19598000
26240,2018,Israel,ISR,Turkey,TUR,8535,216000
26241,2018,Israel,ISR,Turkey,TUR,7603,59000
26242,2018,Israel,ISR,Turkey,TUR,6102,225000
26243,2018,Israel,ISR,Turkey,TUR,1604,2646000
26244,2018,Israel,ISR,Turkey,TUR,406,1592000
26245,2018,Israel,ISR,Turkey,TUR,1515,571000
26246,2018,Israel,ISR,Turkey,TUR,2105,2805000
